"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.1304585.1306943",0,-0.783722653323982,0,-1.05195058005426,0
"CM002236.1.1308053.1309774",0,0,0,0,0
"CM002236.1.1310239.1311202",0.928836503189388,1.03535915111879,0.82814025087422,1.01482175299621,0
"CM002236.1.1312437.1316433",0,0,0.669369529988925,0,0
"CM002236.1.1331257.1334470",0,-0.658638840090623,0,-0.926628876103004,0
"CM002236.1.1353672.1357751",0,0,0,0,0
"CM002236.1.1358331.1361252",0,0.645220697948666,0,0,0
"CM002236.1.1362276.1362797",1.27759433276561,1.12082670907749,0,1.30427416520064,1.12093355820711
"CM002236.1.1365669.1368722",0,0,0,0,0
"CM002236.1.1369549.1371000",-0.964429877056139,-0.87813846845077,0,-1.14335733408542,0
"CM002236.1.1373702.1376146",-1.03876582123568,-1.06498823296875,0,-1.31916320234176,0
"CM002236.1.1376741.1376813",0,0,0,0,0
"CM002236.1.1383039.1386083",0,0,0,0,0
"CM002236.1.1388104.1389128",1.63762210608318,2.11358575022328,1.65952769592989,2.03264664102871,1.70778747366175
"CM002236.1.1393133.1395776",0,0.812726477018716,0,0,0
"CM002236.1.1396136.1397969",0,0,0,-0.760986407798065,0
"CM002236.1.1398924.1408098",0,0,0,-0.789246791890538,0
"CM002236.1.1408692.1413986",0,0,0,-0.782589122096538,0
"CM002236.1.1422872.1424040",-1.48565820861059,-1.15270980799228,-0.94823838092881,-1.56019637208327,-0.97871797894948
"CM002236.1.1427428.1427674",0,0,0,0.981867711720746,0
"CM002236.1.1429650.1430693",0,0,0,0,0
"CM002236.1.1431810.1432828",0,0,0,0,0
"CM002236.1.1437772.1439501",0,0,0,0,0
"CM002236.1.1439826.1443859",0,0.899090654058812,0,0.962196522022653,0.887832504214338
"CM002236.1.1444408.1447511",0,0,0,-0.898873156001525,0
"CM002236.1.1447739.1450101",0,0,0,0,0
"CM002236.1.1450890.1453703",0,0,0,0,0
"CM002236.1.1454680.1457939",0,0,0,0,0
"CM002236.1.1458938.1460486",0,-0.725290326677563,0,0,0
"CM002236.1.1462795.1463885",0,-0.992971948934785,0,-1.16166842402077,0
"CM002236.1.1464482.1467285",0,0,0,0,0
"CM002236.1.1467489.1470001",0,0,0,0,0
"CM002236.1.1470136.1474086",0,0,0,0,0
"CM002236.1.1474023.1480845",0,-0.725831399066635,0,-0.886830445359073,0
"CM002236.1.1481603.1483771",0,0,0,0,0
"CM002236.1.1482502.1484761",0,0,0,0,0
"CM002236.1.1485050.1487679",0,0,0,-0.844448045270846,0
"CM002236.1.1488130.1491767",0,-0.913892774194466,0,-1.08800033939304,0
"CM002236.1.1491849.1493467",0,0,0,0,0
"CM002236.1.1493862.1497088",0,0,0,0,0
"CM002236.1.1498417.1499287",-1.21857236992295,-1.32367102702612,-1.17360826803331,-1.69816422363874,0
"CM002236.1.1500610.1502061",-1.18372055594707,-1.63236425697836,-1.19288555147205,-1.97943156439862,-1.62038472287271
"CM002236.1.1502328.1504735",0,0,0,0,0
"CM002236.1.1505685.1508350",0,0,0,0,0
"CM002236.1.1509112.1511198",0,-1.03819346964754,0,-0.974610948978581,0
"CM002236.1.1511065.1516877",0,0,0,0,0
"CM002236.1.1519310.1521830",0,0,0,0,0
"CM002236.1.1522370.1524619",0,0,0,0,0
"CM002236.1.1524544.1526538",0,-0.813084447227406,0,-0.964990925703572,0
"CM002236.1.1526759.1531289",-0.712284174052763,-0.830313651500734,0,-1.02191839826436,0
"CM002236.1.1531968.1539067",0,-0.795782854520495,0,-0.798263806952365,0
"CM002236.1.1539598.1542181",0,1.00619327139329,0,0.681364905922691,0.875670363136572
"CM002236.1.1543428.1548853",0,-0.90284511473457,0,-1.33970692730853,0
"CM002236.1.1550128.1550221",0,0,0,0,0
"CM002236.1.1551033.1556590",0,0,0,0,0
"CM002236.1.1559714.1564953",0,0,0,-0.737268705562038,0
"CM002236.1.1570280.1573326",0,0,0,0,0
"CM002236.1.1574296.1576855",0,0,0,0,0
"CM002236.1.1577096.1579064",0,0,0,0,0
"CM002236.1.1579425.1579538",0,0,0,0,0
"CM002236.1.1580446.1582733",0,0,0,0,0
"CM002236.1.1585577.1587620",0,0.735808688399673,0,0,0
"CM002236.1.1587861.1589691",-0.751794550466365,-1.34281023977799,0,-1.73692619624976,0
"CM002236.1.1591137.1593827",0,0,0,-0.695300033172748,0
"CM002236.1.1594028.1595080",-0.852822725812906,-1.04790707331895,0,-1.19276351584541,0
"CM002236.1.1597094.1598324",0,-0.980907339021152,0,-1.12883401838522,0
"CM002236.1.1599196.1599267",0,0,0,0,0
"CM002236.1.1600190.1607696",-0.790054734367653,-0.740369948834804,0,-1.05666950982043,0
"CM002236.1.1608042.1609879",0,0,0,0,0
"CM002236.1.1611868.1615028",-0.99589655398748,-1.20242750348286,-0.942744613117739,-1.39084897064626,0
"CM002236.1.1615157.1618412",0,0,0,0,0
"CM002236.1.1619716.1622826",0,0,0,0,0
