"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002238.1.4969294.4970282",-1.9218110322835,-1.78303227931218,-1.59672731320499,-1.62546027079138,-1.53832374563786
"CM002238.1.4980062.4982364",-2.18243481998856,-1.99947419284282,-1.24446999141695,0,-1.5424578427203
"CM002238.1.4983188.4984971",-2.20998505010455,-2.13907759758406,-1.96713751224971,-2.09228215283474,-1.63661878778318
"CM002238.1.4987875.4988967",-1.67218313929149,-1.76586464808308,-1.57139612374968,-1.2035815708598,-1.55764675142271
"CM002238.1.4991567.4993181",-2.24052896190499,-1.11145886694683,-1.1404030594414,-0.931412005886493,-1.42891522768579
"CM002238.1.4993940.4995464",-2.08762538806125,-2.32693157214046,-1.8018062614655,-2.03741417351061,-1.75168668453963
"CM002238.1.5016033.5017866",-2.04868986531692,-2.18193398432373,-1.64368902748843,-1.99014718850711,-1.74634955942784
"CM002238.1.5019206.5019830",-1.91094786251689,-1.73807891265248,-1.64744563593304,-1.71373115200377,-1.63991033469403
"CM002238.1.5024301.5026908",-2.15080364254306,-1.95575714992024,-1.45885833826432,-0.873619325667281,-1.60874889881483
"CM002238.1.5028418.5031261",-2.224022024797,-2.18168431287473,-1.5706427238463,-1.9771933190899,-1.76135606575943
"CM002238.1.5053624.5055868",-1.54335660518685,-0.727486549277421,0,0.862889060194455,0.834461452563956
"CM002238.1.5056240.5057244",-1.79150877813209,-2.06166628933524,-1.71154426455453,-1.67804431039849,-1.67021708149611
"CM002238.1.5058174.5059242",-2.21338956888885,-2.16410311511236,-1.76053794601575,-2.09198301246166,-1.59544475364994
"CM002238.1.5059622.5061738",-2.36057150304236,-2.1305147394409,-1.91064154992646,-2.51698694970779,-2.18061550084976
"CM002238.1.5090231.5091512",-2.2162864768024,-2.39298769015476,-1.73888574019683,-1.62925357128148,-1.60115019856165
"CM002238.1.5092379.5094174",-2.07622880864566,-2.43934572949629,-1.76972860965562,-1.84740055730361,-1.52217674974055
"CM002238.1.5115407.5116931",-2.03210090398227,-1.85829673055974,-1.74476212601646,0,-1.69803559301401
"CM002238.1.5119160.5119898",-1.35854752039846,-1.4766588475374,-1.18100487036606,-1.43320905443927,-1.10784163190671
"CM002238.1.5130162.5131035",-1.64854247189637,-1.71138889655779,-1.48113489631243,-1.47085488210262,-0.836264254105873
"CM002238.1.5145732.5146613",-2.08804543207163,-1.71441835237151,-1.55230983018589,-1.56523520960666,-1.41583867924961
"CM002238.1.5205041.5205927",-2.02227541532358,-2.09648329609454,-1.72912065358648,-1.5067797488042,-1.5766489952747
"CM002238.1.5225993.5226818",-2.05140651272667,-1.89038145783982,-1.34862951440271,-1.35220247566419,-0.918725143152064
"CM002238.1.5226751.5227600",-1.8817650519159,-1.98370716631578,-1.46222309648277,-1.63937882985428,-1.15543279391557
